timestamp_ms,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,gps_lat,gps_lon,gps_accuracy_m
1787979943784,2.19539,0.04949,0.70541,-0.657889,0.673775,0.338010,13.1255667,77.5897800,14.36
1787979943784,2.52255,-0.07949,-0.04977,-0.224965,0.682321,0.343940,,,
1787979943784,1.93406,-0.48808,0.16487,0.131658,1.419385,0.543155,,,
1787979943784,1.89937,-0.83191,0.36862,0.027043,1.173034,0.740368,,,
1787979943784,1.39575,-0.52008,0.09052,0.122652,0.563982,0.868652,,,
1787979943784,0.20059,-0.53092,-0.15987,0.389348,0.704252,0.680901,,,
1787979943784,0.25792,-0.71460,0.07131,0.227778,0.904469,0.486078,,,
1787979943784,0.24703,-0.97160,-0.42107,-0.058668,0.663882,0.466928,,,
1787979943784,-0.23313,-0.63035,-1.48604,0.093538,0.286512,0.630413,,,
1787979943784,-1.54235,-0.41497,-1.36825,0.483183,-0.218092,0.578801,,,
1787979943784,-2.63082,-0.66733,0.01409,0.347451,-0.049342,0.113069,,,
1787979943784,-1.98086,-0.59800,0.00735,-0.334670,0.790607,0.084849,,,
1787979943784,-1.03313,0.65384,-1.22482,-0.300459,0.723019,0.322796,,,
1787979943784,-1.22309,1.07188,-0.79309,0.383926,0.062954,0.098350,,,
1787979943784,-1.17617,1.06227,0.96319,0.572103,-0.364861,-0.176390,,,
1787979943784,-1.23642,0.79121,1.40201,0.390846,-0.233580,-0.113376,,,
1787979943784,-1.21149,0.79626,2.24381,-0.108845,-0.029713,0.103230,,,
1787979943784,-1.19942,1.09491,3.04825,-0.516819,-0.054792,0.025558,,,
1787979943784,-1.38321,0.84409,3.45145,-0.886722,-0.328657,-0.443709,,,
1787979943784,-1.53184,-0.25829,2.56717,-1.190815,-0.261534,-0.873439,,,
1787979943784,-1.35821,-0.97939,0.93847,-0.948627,-0.137358,-1.099461,,,
1787979943784,0.30290,0.29292,0.46433,-0.430956,-0.438597,-0.697415,,,
1787979943784,-0.42126,0.31906,0.14060,0.050677,-0.274733,-0.535778,,,
1787979943784,-0.99106,0.44446,0.88071,-0.031237,-0.225761,-1.051167,,,
1787979943784,-0.43494,0.66516,1.20955,-0.955862,-0.039475,-0.970636,,,
1787979943784,-0.43494,0.66516,1.20955,-0.955862,-0.039475,-0.970636,,,
1787979943784,-0.07612,0.58394,0.04418,-1.819173,0.553441,-0.308395,,,
1787979943784,0.36256,1.05762,-1.65989,-2.117998,0.928932,0.243507,,,
1787979943784,0.62598,1.20573,-2.67164,-1.917968,1.331062,0.267831,,,
1787979943784,1.23832,1.45529,-2.32215,-1.618404,0.908109,0.333252,,,
1787979943784,1.23446,0.69485,-2.82026,-1.270781,0.559787,0.279521,,,
1787979943784,1.13421,0.11088,-1.82754,-0.706346,0.029877,-0.000877,,,
1787979943784,1.14531,-0.53390,-0.46626,-0.552215,-0.079260,0.246264,,,
1787979943784,0.56344,-1.06279,0.66012,-0.575469,0.080691,0.584082,,,
1787979943784,0.15746,-1.19320,0.80586,-0.402889,0.451889,0.737920,,,
1787979943784,-0.22015,-1.31394,0.90865,-0.055632,1.054296,0.862139,,,
1787979943784,-0.69350,-1.45301,0.91163,0.135813,1.438733,1.077412,,,
1787979943784,-1.78859,-1.42103,0.38928,0.226475,1.312912,1.059895,,,
1787979943784,-2.22725,-1.39681,-0.28663,0.242596,1.044660,0.654969,,,
1787979947394,-1.07868,-1.18109,-2.13739,0.117328,0.981616,1.030359,13.1255667,77.5897805,14.42
1787979947394,-2.32682,-0.20078,-2.43826,0.173172,0.349839,1.095547,,,
1787979947394,-4.20313,0.30441,-2.42411,0.336728,-0.271436,-0.159728,,,
1787979947394,-3.83739,-0.06224,-2.42286,0.457285,-0.592073,-1.425190,,,
1787979947394,-1.94682,-0.78908,-3.04620,0.467197,0.453422,-1.555421,,,
1787979947394,-1.94682,-0.78908,-3.04620,0.467197,0.453422,-1.555421,,,
1787979947583,-0.04482,0.15350,-3.74004,0.541152,1.017307,-0.947018,13.1254223,77.5897947,13.04
1787979947583,-0.27587,0.66082,-3.87184,1.110250,0.157095,-0.820956,,,
1787979947583,-0.14007,0.42328,-2.32194,1.273451,-0.336099,-0.917065,,,
1787979947583,0.67279,0.20268,-1.10140,1.061900,-0.277668,-0.692606,,,
1787979947583,1.07255,0.43291,-0.78547,1.012485,-0.459047,-0.170172,,,
1787979947583,0.10556,0.67088,0.62195,1.152019,-0.964628,-0.027807,,,
1787979947583,0.10556,0.67088,0.62195,1.152019,-0.964628,-0.027807,,,
1787979947786,-0.25935,0.92105,1.84175,1.097552,-1.105537,-0.149446,13.1252293,77.5898137,19.72
1787979947786,-0.38550,0.94486,2.43398,0.859651,-1.281620,-0.247124,,,
1787979947786,-0.21241,1.28938,2.40282,0.866758,-1.179788,-0.362339,,,
1787979947786,-0.02665,1.41365,2.71401,0.768683,-0.831793,-0.452009,,,
1787979947786,0.34765,1.59818,2.49541,0.549015,-0.213090,-0.421461,,,
1787979947786,0.73231,1.82949,1.70491,0.432472,0.631711,-0.465052,,,
1787979947786,0.73231,1.82949,1.70491,0.432472,0.631711,-0.465052,,,
1787979947786,0.72996,1.68781,1.58656,0.241550,1.147386,-0.428911,,,
1787979947786,0.95790,0.73007,0.91775,-0.643619,1.111467,-0.337652,,,
1787979947786,0.62349,0.36036,-0.61921,-1.177870,0.810936,-0.062519,,,
1787979947786,0.68994,0.96330,-2.22741,-1.469383,0.688767,0.085948,,,
1787979947786,0.77433,1.55126,-3.91147,-0.926859,0.305944,-0.131588,,,
1787979947786,0.05625,1.27636,-2.02794,-0.033793,-0.035375,-0.651350,,,
1787979947786,0.05625,1.27636,-2.02794,-0.033793,-0.035375,-0.651350,,,
1787979947786,-0.14147,0.34058,0.11870,0.237622,0.372938,-0.981374,,,
1787979947786,1.14545,0.23728,0.70564,0.204260,1.040577,-0.741289,,,
1787979947786,1.05333,-0.03106,0.31885,0.530383,1.002374,-0.583393,,,
1787979947786,0.92361,-0.56595,1.83473,0.650437,0.536532,-0.339451,,,
1787979947786,0.31120,-0.64130,2.82186,0.344875,0.303798,0.064571,,,
1787979947786,-0.32296,-0.94720,2.86338,-0.057574,0.306883,0.350457,,,
1787979947786,-0.32296,-0.94720,2.86338,-0.057574,0.306883,0.350457,,,
1787979947786,-0.58932,-1.33121,2.22480,-0.304300,0.340768,0.544424,,,
1787979947786,-0.79217,-1.20316,1.18137,-0.578997,0.230030,0.475296,,,
1787979947786,-1.03536,-2.09253,0.49537,-0.845473,-0.125104,0.548152,,,
1787979947786,-2.13048,-3.06344,-1.26109,-0.786505,-0.459848,0.451322,,,
1787979947786,-1.83790,-2.06705,-2.18024,-0.542665,-0.417643,0.045739,,,
1787979947786,-1.30691,-1.20674,-4.00361,-0.420684,-0.367277,-0.488519,,,
1787979947786,-1.30691,-1.20674,-4.00361,-0.420684,-0.367277,-0.488519,,,
1787979947786,-0.03929,-0.07653,-5.06929,0.162135,0.300232,-0.718548,,,
1787979947786,0.70558,0.82933,-4.76035,0.966333,1.177992,-0.482817,,,
1787979947786,-0.01173,0.73858,-3.15910,1.560246,1.685662,-0.552738,,,
1787979947786,0.50556,0.06861,-0.94028,1.479828,1.732915,-0.541686,,,
1787979947786,1.59072,-0.24031,-0.23467,0.982166,1.135570,-0.283665,,,
1787979947786,0.80799,0.59267,0.89345,0.576678,-0.122634,-0.104798,,,
1787979947786,0.80799,0.59267,0.89345,0.576678,-0.122634,-0.104798,,,
1787979947786,-0.46260,1.10917,2.02365,0.285746,-1.161901,-0.190774,,,
1787979947786,-1.59115,0.95228,3.10817,0.157487,-1.109646,-0.269083,,,
1787979947786,-1.52375,1.21865,3.05926,0.066993,-0.356471,-0.024774,,,
1787979947786,-1.92680,1.59705,2.17426,0.221234,0.044156,0.096193,,,
1787979947786,-1.84325,1.90958,1.64261,0.390870,-0.266269,0.065359,,,
1787979947786,-1.35023,1.80078,1.71647,0.182523,-0.411012,-0.105147,,,
1787979947786,-1.35023,1.80078,1.71647,0.182523,-0.411012,-0.105147,,,
